# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Apr 15 15:49:49 2019
#
# User preference: *
#
# CONSTRAINT:  where (koi_disposition like '%CONFIRMED%')
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [AU]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_smet:       Stellar Metallicity [dex]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_sage:       Stellar Age [Gyr]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_tce_plnt_num,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,ra,dec,koi_kepmag
1738,4275721,K01342.01,Kepler-825 b,CONFIRMED,3.773600590,134.0693900,0.0573,2.68540,1.9050e+02,1.35,0.0453,89.95,1270.0,614.52,2,6224.00,4.404,-0.7200,0.9690,0.8680,,294.769900,39.398510,14.207
1739,4275721,K01342.02,Kepler-825 c,CONFIRMED,8.181824600,134.8147900,0.0850,2.45960,3.0610e+02,1.71,0.0759,89.95,981.0,218.90,1,6224.00,4.404,-0.7200,0.9690,0.8680,,294.769900,39.398510,14.207
1741,4136466,K01344.01,Kepler-826 b,CONFIRMED,4.487589070,133.3617500,0.0142,2.83080,1.2060e+02,0.89,0.0512,89.95,1043.0,279.55,1,5977.00,4.578,-0.5600,0.8010,0.8870,,284.860140,39.240551,13.446
1750,7303287,K01353.01,Kepler-289 c,CONFIRMED,125.865433890,236.6592710,0.2243,9.00650,1.2715e+04,18.17,0.5166,89.95,487.0,13.31,1,6279.00,4.095,-0.0800,1.5980,1.1580,,297.465330,42.882839,13.956
1751,7303287,K01353.02,Kepler-289 b,CONFIRMED,34.543846400,132.6875800,0.1736,3.32400,4.4940e+02,3.41,0.2182,89.95,750.0,74.61,2,6279.00,4.095,-0.0800,1.5980,1.1580,,297.465330,42.882839,13.956
1753,7211141,K01355.01,Kepler-827 b,CONFIRMED,51.929275910,151.9317500,0.1656,5.30830,3.8518e+03,5.14,0.2648,89.95,449.0,9.58,1,5735.00,4.559,-0.2200,0.8330,0.9150,,294.966060,42.708569,15.897
1761,7102227,K01360.01,Kepler-290 c,CONFIRMED,36.770473100,164.2924900,0.8658,4.79300,1.4914e+03,3.44,0.2043,88.81,438.0,8.71,1,5153.00,4.602,-0.0400,0.7590,0.8480,,286.410000,42.681549,15.596
1762,7102227,K01360.02,Kepler-290 b,CONFIRMED,14.589324620,141.9337400,0.1002,2.40000,8.6500e+02,2.18,0.1103,89.95,596.0,29.88,2,5153.00,4.602,-0.0400,0.7590,0.8480,,286.410000,42.681549,15.596
1764,6960913,K01361.01,Kepler-61 b,CONFIRMED,59.877824000,151.1870700,0.1873,4.75390,1.3848e+03,2.17,0.2523,89.95,272.0,1.30,1,4014.00,4.663,0.0200,0.5960,0.5960,,295.304500,42.475288,14.995
1766,6936909,K01363.01,Kepler-291 b,CONFIRMED,3.546534140,134.9009800,0.1609,2.29370,4.8400e+02,2.17,0.0469,89.38,1212.0,510.26,1,5993.00,4.489,0.0700,0.9860,1.0930,,287.916350,42.437302,15.934
1767,6936909,K01363.02,Kepler-291 c,CONFIRMED,5.700711530,132.6914400,0.0224,1.64100,3.8410e+02,1.93,0.0644,89.95,1034.0,270.62,2,5993.00,4.489,0.0700,0.9860,1.0930,,287.916350,42.437302,15.934
1768,6962977,K01364.01,Kepler-292 f,CONFIRMED,20.834294700,186.0328100,0.6055,4.40000,9.5750e+02,2.94,0.1442,88.81,613.0,33.29,3,5513.00,4.479,0.0800,0.9150,0.9210,,295.766140,42.424278,15.956
1769,6962977,K01364.02,Kepler-292 d,CONFIRMED,7.055667100,181.9102600,0.0355,3.15360,8.1490e+02,2.57,0.0701,89.95,879.0,140.85,1,5513.00,4.479,0.0800,0.9150,0.9210,,295.766140,42.424278,15.956
1770,6962977,K01364.03,Kepler-292 e,CONFIRMED,11.978822000,178.9720100,0.7932,3.93700,7.9520e+02,2.86,0.0997,87.09,737.0,69.63,2,5513.00,4.479,0.0800,0.9150,0.9210,,295.766140,42.424278,15.956
1771,6962977,K01364.04,Kepler-292 c,CONFIRMED,3.715453910,169.7836200,0.2143,2.52400,3.9050e+02,1.79,0.0457,88.81,1088.0,331.41,4,5513.00,4.479,0.0800,0.9150,0.9210,,295.766140,42.424278,15.956
1772,6962977,K01364.05,Kepler-292 b,CONFIRMED,2.580821490,171.5630300,0.5077,2.11200,3.1140e+02,1.65,0.0358,86.52,1229.0,540.05,5,5513.00,4.479,0.0800,0.9150,0.9210,,295.766140,42.424278,15.956
1774,6932987,K01366.01,Kepler-293 b,CONFIRMED,19.254053060,164.7838800,0.1240,4.57250,1.0310e+03,3.00,0.1424,89.95,657.0,44.17,1,5798.00,4.507,0.1000,0.9410,1.0380,,286.358060,42.406509,15.368
1775,6932987,K01366.02,Kepler-293 c,CONFIRMED,54.156107800,172.3631800,0.8966,4.31700,1.1553e+03,3.81,0.2838,88.81,466.0,11.12,2,5798.00,4.507,0.1000,0.9410,1.0380,,286.358060,42.406509,15.368
1776,6934291,K01367.01,Kepler-828 b,CONFIRMED,0.567857136,134.0624860,0.4563,0.98690,3.5980e+02,1.40,0.0124,83.65,1714.0,2042.30,1,5076.00,4.611,-0.1600,0.7270,0.7940,,286.887270,42.471260,15.055
1779,6924203,K01370.01,Kepler-829 b,CONFIRMED,6.883375620,135.2645800,0.1508,2.24420,4.8710e+02,1.76,0.0679,89.38,863.0,131.15,1,5693.00,4.574,-0.3000,0.8020,0.8800,,282.332790,42.463821,14.931
1785,7211469,K01377.01,Kepler-830 b,CONFIRMED,11.296951370,134.5687600,0.6960,4.58300,2.1890e+02,1.57,0.0968,87.09,884.0,144.32,1,6241.00,4.416,-0.4800,0.9980,0.9470,,295.054290,42.756840,14.788
1788,7211221,K01379.01,Kepler-831 b,CONFIRMED,5.621539410,136.8905000,0.0812,2.36380,1.7310e+02,1.19,0.0585,89.95,980.0,217.75,1,5628.00,4.446,-0.2200,0.9110,0.8460,,294.985470,42.727669,13.687
1805,9455556,K01396.01,Kepler-294 c,CONFIRMED,6.626436260,183.9872800,0.3181,3.20700,8.7510e+02,2.80,0.0698,88.81,957.0,198.02,1,5910.00,4.505,-0.0200,0.9400,1.0320,,287.392000,46.059311,15.843
1806,9455556,K01396.02,Kepler-294 b,CONFIRMED,3.701204820,180.2758100,0.1047,2.46290,3.6370e+02,1.79,0.0473,89.38,1162.0,431.21,2,5910.00,4.505,-0.0200,0.9400,1.0320,,287.392000,46.059311,15.843
1811,9034103,K01402.01,Kepler-832 b,CONFIRMED,7.139694100,137.1857700,0.0467,3.92900,5.5270e+02,2.33,0.0750,89.95,965.0,205.23,1,6014.00,4.486,0.0700,0.9930,1.1010,,295.926090,45.383862,15.906
1812,9214942,K01403.01,Kepler-833 b,CONFIRMED,18.754699800,141.7156300,0.1057,3.06810,1.0942e+03,1.75,0.1139,89.95,382.0,5.03,1,3977.00,4.721,-0.2000,0.5400,0.5600,,290.479950,45.600700,15.473
1813,8874090,K01404.01,Kepler-834 b,CONFIRMED,13.323883010,135.2444600,0.3042,3.27680,8.9250e+02,1.35,0.0862,89.38,378.0,4.82,1,3750.00,4.813,-0.2300,0.4500,0.4800,,287.054530,45.180370,15.931
1815,9264949,K01405.01,Kepler-835 b,CONFIRMED,11.419093750,186.3097200,0.4568,4.38200,5.9420e+02,2.91,0.1070,88.81,918.0,167.60,1,6299.00,4.401,0.2100,1.1670,1.2490,,283.574220,45.734798,15.965
1816,9271752,K01406.01,Kepler-836 b,CONFIRMED,11.361123270,136.9265300,0.7539,4.20530,5.9130e+02,2.68,0.1016,87.09,871.0,136.31,1,6244.00,4.457,-0.1800,1.0170,1.0790,,287.452790,45.704399,14.630
1818,9391208,K01409.01,Kepler-837 b,CONFIRMED,16.560595040,133.4974600,0.9025,2.26110,7.1120e+02,2.71,0.1144,88.24,702.0,57.28,1,5818.00,4.436,-0.8200,0.8550,0.7270,,285.246670,45.950191,15.198
1819,9391506,K01410.01,Kepler-838 b,CONFIRMED,15.749579940,150.2454200,0.6256,4.69420,7.0940e+02,2.85,0.1266,88.24,774.0,84.80,1,6178.00,4.457,-0.1000,1.0210,1.0880,,285.435520,45.976021,15.300
1821,8950853,K01412.01,Kepler-839 b,CONFIRMED,37.814451400,134.6670200,0.0186,8.57850,4.0210e+02,2.29,0.2281,89.95,614.0,33.51,1,6228.00,4.369,-0.0200,1.1380,1.1020,,291.074680,45.242580,13.601
1822,9006449,K01413.01,Kepler-295 b,CONFIRMED,12.645045100,138.6303100,0.8650,8.78700,1.9990e+02,1.45,0.0987,81.36,741.0,71.28,1,5607.00,4.447,-0.3400,0.8860,0.8000,,285.345830,45.367779,14.447
1823,9006449,K01413.02,Kepler-295 c,CONFIRMED,21.526256900,132.2903900,0.1680,8.27200,1.8520e+02,1.20,0.1408,89.38,620.0,35.03,2,5607.00,4.447,-0.3400,0.8860,0.8000,,285.345830,45.367779,14.447
1824,9006449,K01413.03,Kepler-295 d,CONFIRMED,33.884893430,159.9892023,,6.51000,,,,,,,3,,,,,,,285.345830,45.367779,14.447
1826,11517719,K01416.01,Kepler-840 b,CONFIRMED,2.495779623,135.3371660,0.0002,4.26239,2.6123e+04,16.06,0.0355,89.95,1408.0,929.47,1,6039.00,4.426,-0.2800,0.9920,0.9590,,296.507390,49.457291,14.152
1831,11497958,K01422.01,Kepler-296 c,CONFIRMED,5.841641240,135.9224300,0.6529,1.91910,1.5229e+03,1.52,0.0460,88.24,440.0,8.86,1,3517.00,4.881,-0.0700,0.3700,0.3800,,286.540010,49.437328,15.921
1832,11497958,K01422.02,Kepler-296 d,CONFIRMED,19.850283930,133.6501600,0.7059,2.92330,1.7428e+03,1.65,0.1040,88.81,293.0,1.73,2,3517.00,4.881,-0.0700,0.3700,0.3800,,286.540010,49.437328,15.921
1833,11497958,K01422.03,Kepler-296 b,CONFIRMED,10.864431870,131.1254500,1.8474,2.69600,9.5680e+02,35.38,0.0696,79.64,358.0,3.87,3,3517.00,4.881,-0.0700,0.3700,0.3800,,286.540010,49.437328,15.921
1834,11497958,K01422.04,Kepler-296 f,CONFIRMED,63.336660600,162.6028100,0.3227,3.37000,1.1102e+03,1.23,0.2253,89.95,199.0,0.37,5,3517.00,4.881,-0.0700,0.3700,0.3800,,286.540010,49.437328,15.921
1835,11497958,K01422.05,Kepler-296 e,CONFIRMED,34.141890000,136.0389800,0.4093,3.01100,8.5220e+02,1.08,0.1492,89.95,244.0,0.84,4,3517.00,4.881,-0.0700,0.3700,0.3800,,286.540010,49.437328,15.921
1836,11177707,K01423.01,Kepler-841 b,CONFIRMED,124.419839800,150.5960200,0.0400,3.66120,4.3030e+03,4.67,0.4494,89.95,304.0,2.02,1,5446.00,4.616,-0.4600,0.7200,0.7810,,284.251310,48.809608,15.740
1837,11611600,K01424.01,Kepler-842 b,CONFIRMED,1.219568270,133.4601110,0.1661,1.56720,5.1690e+02,1.58,0.0204,88.24,1264.0,604.11,1,4845.00,4.614,-0.0400,0.7140,0.7650,,292.328580,49.653542,15.127
1838,11254382,K01425.01,Kepler-843 b,CONFIRMED,2.053879821,133.7349500,0.0711,2.18090,6.5960e+02,2.29,0.0315,89.38,1379.0,854.72,1,5868.00,4.530,-0.1200,0.8940,0.9870,,296.321990,48.971481,15.269
1839,11122894,K01426.01,Kepler-297 b,CONFIRMED,38.868404250,171.3047900,0.0320,6.19180,1.0113e+03,3.31,0.2280,89.95,579.0,26.64,3,6150.00,4.423,-0.1200,1.0400,1.0400,,283.209170,48.777641,14.232
1840,11122894,K01426.02,Kepler-297 c,CONFIRMED,74.927717520,124.9925250,0.8133,4.79170,4.2324e+03,7.54,0.3532,89.38,466.0,11.10,1,6150.00,4.423,-0.1200,1.0400,1.0400,,283.209170,48.777641,14.232
1842,11129738,K01427.01,Kepler-844 b,CONFIRMED,2.613020856,133.1122700,0.8551,1.93000,6.5200e+02,1.51,0.0301,81.93,704.0,58.11,1,3878.00,4.747,-0.2000,0.5100,0.5300,,287.857730,48.774109,15.840
1844,11401182,K01428.01,Kepler-845 b,CONFIRMED,0.927859821,133.9060370,0.8534,1.43980,5.2070e+02,2.10,0.0170,73.34,1470.0,1104.37,1,4911.00,4.529,0.0400,0.7830,0.7540,,290.957550,49.203812,14.631
1846,11176127,K01430.01,Kepler-298 b,CONFIRMED,10.475481920,152.6415500,0.3303,2.29320,1.2081e+03,2.21,0.0819,89.38,566.0,24.29,1,4549.00,4.634,-0.2000,0.6520,0.6680,,283.039790,48.825359,15.415
1847,11176127,K01430.02,Kepler-298 c,CONFIRMED,22.928844820,143.8628800,0.8065,2.01000,9.3670e+02,2.26,0.1381,89.38,436.0,8.54,3,4549.00,4.634,-0.2000,0.6520,0.6680,,283.039790,48.825359,15.415
1848,11176127,K01430.03,Kepler-298 d,CONFIRMED,77.474072400,184.2445100,0.7061,4.17600,1.7217e+03,2.89,0.3110,89.38,291.0,1.68,2,4549.00,4.634,-0.2000,0.6520,0.6680,,283.039790,48.825359,15.415
1850,11014932,K01432.01,Kepler-299 c,CONFIRMED,6.885955590,138.4062200,0.6453,3.57500,4.2330e+02,1.98,0.0711,87.09,933.0,179.51,1,5896.00,4.518,-0.0800,0.9160,1.0080,,283.206970,48.580502,15.017
1851,11014932,K01432.02,Kepler-299 d,CONFIRMED,15.054868900,144.5801600,0.7615,4.70000,3.0190e+02,1.73,0.1197,87.09,719.0,63.33,2,5896.00,4.518,-0.0800,0.9160,1.0080,,283.206970,48.580502,15.017
1852,11014932,K01432.03,Kepler-299 b,CONFIRMED,2.927215590,133.8256000,0.3645,2.63100,1.7320e+02,1.22,0.0402,87.66,1241.0,561.53,3,5896.00,4.518,-0.0800,0.9160,1.0080,,283.206970,48.580502,15.017
1853,11014932,K01432.04,Kepler-299 e,CONFIRMED,38.285633800,143.3054000,0.2531,6.41800,3.4590e+02,1.71,0.2231,89.95,527.0,18.23,4,5896.00,4.518,-0.0800,0.9160,1.0080,,283.206970,48.580502,15.017
1854,11288505,K01433.01,Kepler-846 b,CONFIRMED,19.807921850,139.3778500,0.1913,3.52400,7.3410e+02,2.30,0.1406,89.95,628.0,36.77,1,5787.00,4.553,-0.1800,0.8510,0.9410,,287.057010,49.046021,15.650
1855,11493431,K01434.01,Kepler-847 b,CONFIRMED,2.343231895,133.2066200,0.0866,2.03910,2.6630e+02,1.34,0.0322,89.38,1107.0,355.02,1,4876.00,4.486,0.4200,0.8530,0.8110,,283.504790,49.451019,14.782
1856,11037335,K01435.01,Kepler-300 c,CONFIRMED,40.715110300,146.5655300,0.4888,8.53790,5.6720e+02,2.15,0.2293,89.38,516.0,16.76,1,5968.00,4.534,-0.2600,0.8810,0.9700,,295.288700,48.599720,14.201
1857,11037335,K01435.02,Kepler-300 b,CONFIRMED,10.446366490,133.2781500,0.8495,2.35030,3.5010e+02,1.88,0.0926,87.66,812.0,102.77,2,5968.00,4.534,-0.2600,0.8810,0.9700,,295.288700,48.599720,14.201
1858,11389771,K01436.01,Kepler-301 b,CONFIRMED,2.508554095,135.0100700,0.0282,2.32740,2.3140e+02,1.33,0.0355,89.95,1278.0,629.80,1,5814.00,4.523,-0.1800,0.8810,0.9440,,283.982970,49.232990,14.271
1859,11389771,K01436.02,Kepler-301 d,CONFIRMED,13.751346420,144.6114700,0.6737,3.95940,4.4120e+02,1.96,0.1103,88.24,725.0,65.24,2,5814.00,4.523,-0.1800,0.8810,0.9440,,283.982970,49.232990,14.271
1860,11389771,K01436.03,Kepler-301 c,CONFIRMED,5.419075590,131.6442900,0.0183,2.27970,2.5000e+02,1.39,0.0593,89.95,989.0,225.71,3,5814.00,4.523,-0.1800,0.8810,0.9440,,283.982970,49.232990,14.271
1862,11193263,K01438.01,Kepler-848 b,CONFIRMED,6.911344160,136.6481000,0.5357,5.65550,2.0100e+02,1.44,0.0703,85.94,978.0,216.09,1,5907.00,4.432,-0.1400,0.9900,0.9670,,293.288270,48.811619,14.056
1863,11027624,K01439.01,Kepler-849 b,CONFIRMED,394.624490400,177.8440100,0.3892,23.99170,1.8826e+03,8.26,1.1084,89.95,337.0,3.05,1,5858.00,3.953,0.0600,1.8860,1.1640,,290.851780,48.521339,12.849
1864,11032227,K01440.01,Kepler-850 b,CONFIRMED,7.193038780,136.0517000,0.0060,3.43500,2.7690e+02,1.65,0.0744,89.95,996.0,232.36,1,6185.00,4.472,-0.1800,0.9910,1.0600,,293.084470,48.575390,15.451
1865,11356260,K01441.01,Kepler-851 b,CONFIRMED,8.506996580,134.6430600,0.8031,3.02600,3.0870e+02,1.92,0.0802,86.52,900.0,155.42,1,5822.00,4.428,-0.1000,0.9860,0.9510,,294.680270,49.140160,15.135
1866,11600889,K01442.01,Kepler-407 b,CONFIRMED,0.669309686,134.1321770,0.1603,1.60150,1.3240e+02,1.21,0.0152,87.09,2079.0,4418.23,1,5626.00,4.404,0.4400,1.0670,1.0510,,286.036350,49.614510,12.521
1868,11043167,K01444.01,Kepler-852 b,CONFIRMED,44.930980400,140.2042700,0.6794,6.49800,4.4000e+02,2.78,0.2492,88.81,628.0,36.70,1,6354.00,4.253,-0.3600,1.2500,1.0190,,297.391600,48.560692,13.949
1869,11336883,K01445.01,Kepler-853 b,CONFIRMED,7.168924630,135.6788300,0.5757,4.59070,1.1160e+02,1.25,0.0777,86.52,1070.0,310.22,1,6343.00,4.411,0.0700,1.1370,1.2130,,283.936800,49.110329,12.320
1875,7532973,K01450.01,Kepler-854 b,CONFIRMED,2.144632852,133.9843400,0.7159,3.90280,1.8809e+04,17.21,0.0334,79.07,1736.0,2146.82,1,6296.00,4.240,-0.1600,1.3050,1.0760,,293.351290,43.134640,13.480
1881,7832356,K01456.01,Kepler-855 b,CONFIRMED,7.886631104,360.5143490,0.0010,5.21906,6.6815e+03,9.23,0.0762,89.95,995.0,232.07,1,5847.00,4.304,-0.1200,1.1350,0.9460,,295.095000,43.537579,15.014
1882,9643874,K01457.01,Kepler-856 b,CONFIRMED,8.027680595,360.1714760,0.5635,3.14010,9.4689e+03,8.89,0.0787,88.24,825.0,109.35,1,5569.00,4.546,0.2100,0.8870,1.0090,,289.603820,46.314949,15.570
1896,7761545,K01472.01,Kepler-857 b,CONFIRMED,85.351294270,161.0093260,0.1071,6.75680,4.8748e+03,5.56,0.3629,89.95,370.0,4.43,1,5635.00,4.569,-0.2600,0.8040,0.8760,,294.632390,43.400471,15.061
1898,12365184,K01474.01,Kepler-419 b,CONFIRMED,69.726640600,196.0877300,1.1032,5.48610,4.5879e+03,30.64,0.3608,88.81,551.0,21.75,1,6287.00,4.241,0.2200,1.4230,1.2920,,295.417880,51.184761,13.005
1904,12403119,K01478.01,Kepler-858 b,CONFIRMED,76.136020280,199.4790490,0.0110,7.96020,2.9783e+03,5.41,0.3355,89.95,425.0,7.72,1,5565.00,4.371,-0.0600,1.0060,0.8680,,288.848630,51.209049,12.450
1906,7512982,K01480.01,Kepler-859 b,CONFIRMED,20.381775730,142.3144500,0.0054,3.74290,1.6956e+03,2.87,0.1343,89.95,519.0,17.11,1,5100.00,4.621,-0.2400,0.7140,0.7850,,286.741880,43.190102,15.887
1908,9597806,K01481.01,Kepler-860 b,CONFIRMED,5.101379454,357.4825000,0.0584,2.59320,9.4190e+02,2.91,0.0580,89.95,1050.0,287.28,1,5869.00,4.479,-0.0400,0.9540,1.0010,,295.577270,46.254742,15.455
1913,7898352,K01486.01,Kepler-302 c,CONFIRMED,127.282403100,163.8901000,0.8224,7.15150,8.8276e+03,9.32,0.4902,89.38,352.0,3.61,1,5938.00,4.532,-0.2400,0.8830,0.9660,,294.316990,43.629341,15.505
1914,7898352,K01486.02,Kepler-302 b,CONFIRMED,30.183685400,146.6478900,0.0937,5.87950,1.0611e+03,2.88,0.1878,89.95,568.0,24.60,2,5938.00,4.532,-0.2400,0.8830,0.9660,,294.316990,43.629341,15.505
1916,9589323,K01488.01,Kepler-861 b,CONFIRMED,3.949631375,134.6093900,0.3700,1.57880,8.5500e+02,2.43,0.0463,88.81,966.0,206.05,1,5155.00,4.523,0.1400,0.8360,0.8490,,292.353940,46.226280,15.623
1919,9726659,K01491.01,Kepler-862 b,CONFIRMED,3.148664534,356.9354700,0.5789,2.17940,6.3500e+02,2.27,0.0390,86.52,1097.0,342.76,1,5258.00,4.458,-0.0400,0.8730,0.7970,,297.779270,46.492741,15.297
1923,7629518,K01495.01,Kepler-863 b,CONFIRMED,15.594618740,137.5654700,0.4541,5.08720,9.2290e+02,2.87,0.1220,88.81,718.0,62.88,1,5900.00,4.500,-0.1000,0.9290,0.9950,,297.664520,43.248959,15.430
1926,9636135,K01498.01,Kepler-864 b,CONFIRMED,5.833760920,138.7487300,0.2653,3.85890,5.5240e+02,2.81,0.0686,88.81,1139.0,397.43,1,6198.00,4.389,0.3600,1.1900,1.2640,,285.057100,46.320679,15.776
1928,7841925,K01499.01,Kepler-865 b,CONFIRMED,14.163992940,140.5901000,0.1800,4.32410,7.6250e+02,2.42,0.1057,89.38,694.0,54.95,1,5440.00,4.438,-0.2400,0.8850,0.7820,,297.724270,43.527431,14.480
1932,7439316,K01501.01,Kepler-866 b,CONFIRMED,2.617032536,134.0317900,0.2701,2.04510,5.4550e+02,1.66,0.0331,88.24,997.0,233.23,1,4831.00,4.568,-0.1400,0.7240,0.7060,,290.122310,43.085560,15.835
1934,12400538,K01503.01,Kepler-867 b,CONFIRMED,150.242127000,138.2872400,0.5970,10.97900,2.4479e+03,3.79,0.5154,89.38,291.0,1.70,1,5514.00,4.608,-0.4200,0.7390,0.8070,,287.285310,51.249981,14.827
1936,9813499,K01505.01,Kepler-868 b,CONFIRMED,5.032517910,137.3329500,0.4859,3.30660,4.8160e+02,2.04,0.0575,87.09,1046.0,283.49,1,5970.00,4.521,-0.1800,0.9080,0.9960,,282.363490,46.675240,15.695
1937,12254792,K01506.01,Kepler-869 b,CONFIRMED,40.428775500,139.5022900,0.9162,7.55300,1.0241e+03,3.25,0.2241,87.09,496.0,14.28,1,5812.00,4.554,-0.2800,0.8380,0.9170,,289.424590,50.994122,14.982
1938,12020218,K01507.01,Kepler-870 b,CONFIRMED,21.358762100,135.0711300,0.2521,5.90500,7.1210e+02,2.67,0.1539,89.38,691.0,53.89,1,6170.00,4.472,-0.1600,0.9920,1.0630,,295.402530,50.478630,15.259
1939,7690844,K01508.01,Kepler-871 b,CONFIRMED,22.045901800,136.4783200,0.7804,5.06000,9.0550e+02,3.14,0.1572,88.24,640.0,39.69,1,5900.00,4.509,0.0700,0.9510,1.0650,,294.527130,43.368160,15.689
1942,7901948,K01511.01,Kepler-872 b,CONFIRMED,2.578855068,133.2233700,0.1264,2.32960,3.5520e+02,1.60,0.0362,89.38,1232.0,544.85,1,5751.00,4.552,-0.1400,0.8540,0.9450,,295.417450,43.605640,15.106
1945,7871954,K01515.01,Kepler-303 b,CONFIRMED,1.937032068,134.7204700,0.1159,1.47470,3.4670e+02,0.95,0.0245,89.38,794.0,93.83,1,3944.00,4.739,-0.3600,0.5100,0.5200,,283.135470,43.657051,14.390
1946,7871954,K01515.02,Kepler-303 c,CONFIRMED,7.061173590,136.2734700,0.0244,1.01510,4.9750e+02,1.15,0.0580,89.95,516.0,16.74,2,3944.00,4.739,-0.3600,0.5100,0.5200,,283.135470,43.657051,14.390
1947,12418724,K01516.01,Kepler-873 b,CONFIRMED,20.553384400,139.5581700,0.6763,5.09880,7.5870e+02,3.32,0.1568,88.24,753.0,76.18,1,6343.00,4.411,0.0700,1.1370,1.2130,,296.403200,51.271339,14.829
1948,7456001,K01517.01,Kepler-874 b,CONFIRMED,40.068672700,151.8082900,0.7171,6.08150,1.0295e+03,3.41,0.2234,88.81,560.0,23.27,1,6026.00,4.411,-0.3600,0.9920,0.9240,,294.956850,43.014332,14.683
1949,7549209,K01518.01,Kepler-875 b,CONFIRMED,27.507379900,151.8387500,0.6028,5.23900,6.2200e+02,2.28,0.1771,88.81,569.0,24.71,1,5783.00,4.539,-0.0800,0.8800,0.9770,,297.301300,43.141891,15.219
1950,7663405,K01519.01,Kepler-876 b,CONFIRMED,5.144380110,133.8274300,0.1171,2.72000,3.4500e+02,1.45,0.0563,89.38,864.0,131.97,1,5192.00,4.583,0.1600,0.8020,0.8960,,283.478180,43.383781,15.369
1952,9765975,K01520.01,Kepler-877 b,CONFIRMED,18.458470970,138.1646300,0.7896,3.30770,5.7690e+02,2.30,0.1303,88.24,615.0,33.86,1,5413.00,4.501,-0.0200,0.8650,0.8650,,289.859130,46.522671,14.516
1953,9818462,K01521.01,Kepler-878 b,CONFIRMED,25.942203300,156.1860300,0.1281,4.04420,6.3250e+02,1.87,0.1540,89.95,502.0,15.07,1,5121.00,4.533,-0.2600,0.7620,0.7230,,285.296200,46.603439,14.817
1954,12266636,K01522.01,Kepler-879 b,CONFIRMED,33.385593800,148.9279600,0.6528,5.05140,5.5760e+02,2.54,0.2012,88.81,580.0,26.73,1,5833.00,4.407,-0.0400,1.0220,0.9740,,295.806580,50.909801,14.264
1958,7869917,K01525.01,Kepler-880 b,CONFIRMED,7.714689750,133.5547800,0.0179,4.29550,2.1450e+02,2.15,0.0854,89.95,1256.0,588.30,1,6915.00,4.261,0.0200,1.4480,1.3940,,281.971250,43.672771,12.082
1959,9824805,K01526.01,Kepler-881 b,CONFIRMED,4.444480170,133.4626300,0.8847,3.35000,1.8760e+02,1.65,0.0546,80.21,1191.0,476.42,1,6210.00,4.450,-0.1000,1.0330,1.0930,,288.992580,46.670750,15.216
1961,7691260,K01528.01,Kepler-882 b,CONFIRMED,3.989539666,134.0998000,0.0073,1.54030,1.9670e+02,0.96,0.0451,89.95,901.0,155.46,1,5208.00,4.641,-0.3800,0.6930,0.7710,,294.649900,43.335590,14.083
1962,9821454,K01529.01,Kepler-59 c,CONFIRMED,17.977615700,147.7491300,0.7345,4.96000,2.2130e+02,1.62,0.1375,87.66,754.0,76.46,1,6305.00,4.458,-0.2600,1.0110,1.0660,,287.039520,46.640129,14.307
1963,9821454,K01529.02,Kepler-59 b,CONFIRMED,11.869150700,137.7324000,0.3579,4.55600,9.8800e+01,1.02,0.1042,88.81,866.0,133.14,2,6305.00,4.458,-0.2600,1.0110,1.0660,,287.039520,46.640129,14.307
1964,11954842,K01530.01,Kepler-883 b,CONFIRMED,12.984955730,139.7817600,0.2362,3.45690,2.5530e+02,1.53,0.1020,89.38,834.0,114.39,1,6212.00,4.411,-0.8200,0.9450,0.8380,,286.433650,50.300331,13.029
1965,11764462,K01531.01,Kepler-884 b,CONFIRMED,5.699195140,136.5875400,0.0878,2.38780,1.6130e+02,1.32,0.0625,89.95,1089.0,332.54,1,6070.00,4.409,-0.1800,1.0340,1.0010,,292.584440,49.923161,13.069
